"region","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"Hunan","a4",20.4871831594521,56.4138128558738,36.0309902337899,21627138.6002249,29391540.9874939,25514070.9229453,5344028761.78443,6388776975.38639,5867039997.83842,63.4873570733737,189.909436630426,115.886172604011,371.245893291375,989.432464117031,639.790162969783,1150.11213932805,3274.75548674191,2050.6364898574,5461398.63642044,7422106.3099732,6442947.20276397,5352170.66369203,7273664.18377373,6314088.25870869,1262631.67355131,1715931.60201532,1489557.84970141,28139880.0217821,100630696.722857,50627610.4042749,1631886.34492564,5554916.5658916,2861082.41361022,8.55381941755062e-11,3.47730406207627e-10,1.79865159463509e-10
"Hunan","a5",144.212044042135,277.119147055577,206.091063081234,10738259.0513841,14641187.9917826,12733115.0065147,2862725774.93147,3397713262.06825,3136164122.4921,434.450344278722,835.61812850486,621.545278389717,2221.78028287367,4269.39276136297,3175.10970371223,6693.29122416518,12873.819896634,9575.74004038128,2711681.57863235,3697269.6948946,3215433.08245321,2657447.9470597,3623324.3009967,3151124.42080415,626919.087527171,854779.175302071,743382.405198523,3425878.01446294,7820717.15861833,5045753.27258087,222368.014926165,507629.676981824,327511.410007662,1.17505721824577e-09,3.08154960040075e-09,1.9330064176472e-09
"Hunan","a6",109.878991075178,211.020118844454,156.855802217322,11528690.0736416,15718874.199391,13670377.1081055,2962188180.82424,3533321885.70254,3254102741.99377,468.865014901588,901.811015765044,670.780539253628,1729.50641992425,3320.55970542275,2469.37697345437,7186.58726918323,13822.6213497004,10281.4727706391,2911285.37213171,3969412.67661388,3452115.43133977,2853059.66468908,3890024.4230816,3383073.12271298,673065.887753875,917696.455531716,798101.470802305,3284710.57576436,7535904.30807505,4851218.17280892,214300.030788911,491655.044787916,316501.615535717,1.18119493511961e-09,3.09763867327344e-09,1.94309997042392e-09
"Hunan","a7",20.8723940726919,61.1837062458868,37.8293674858918,5374757.34871463,10779068.7903744,7413702.23137565,3228471213.47028,3966600522.90352,3517021279.81885,63.1403340268493,185.050252745404,114.087795351909,378.519929510284,1058.53063353904,669.952173140556,1143.8686003437,3209.62243905705,2020.47447968663,1357261.95674612,2721987.06827636,1872147.02812516,1330116.7176112,2667547.32691084,1834704.08756266,313788.106304049,629301.634288949,432825.415726313,17446456.6547341,62821975.5888018,30827322.6682175,1005872.58307515,3467706.44959714,1740690.77099372,2.31964121956066e-10,1.36340852866046e-09,6.09395488911789e-10
"Hunan","a8",20.4871831594521,56.4138128558738,36.0309902337899,5588056.88940234,11417901.8125446,7745095.8050863,3256513518.39959,4046154531.47479,3561002714.92713,63.4873570733737,189.909436630426,115.886172604011,371.245893291375,989.432464117031,639.790162969783,1150.11213932805,3274.75548674191,2050.6364898574,1411125.4771218,2883308.53852137,1955832.27401169,1382902.96757937,2825642.36775094,1916715.62853146,326240.921306744,666597.867637833,452172.775093311,17147718.28183,63731658.0496265,30728452.1950282,994429.517435371,3518052.19084007,1736535.3306352,2.20189259058385e-10,1.34580120414078e-09,5.92515903044751e-10
"Shaanxi","a1",54.574798091263,108.903756998059,78.5715434737375,8573623.83318111,11622493.0547132,10091989.1445977,2147038629.49125,2616181106.87072,2380675959.27054,285.665725781099,566.920078745304,410.387205916884,840.798084137826,1677.80868536164,1210.50018563507,4401.06428866553,8734.1654525448,6322.56624958237,2244404.14481181,3042537.44887781,2641881.97502557,2042407.77177875,2768709.0784788,2404112.59727327,625259.573086543,847608.337733073,735991.331894474,3787198.07250968,9158190.39794596,5801048.19289297,245820.69588179,594442.829114861,376536.340671447,9.38906194520176e-10,2.52592689269356e-09,1.55338962828917e-09
"Shaanxi","a2",41.5074334174638,82.7604207736882,59.7143478370476,9181447.80813368,12446465.5154636,10807457.0816569,2217040557.76052,2711076444.12326,2463075037.41301,298.734106051886,593.026820775873,429.244401553574,648.135365722947,1292.4694125395,932.496068768578,4593.73421218759,9118.9777659774,6600.57036644886,2346166.60468799,3180487.69094046,2761666.28798125,2244557.29937885,3042745.06679134,2642062.25284719,653609.169733609,886039.343868339,769361.564503544,3738516.50564457,9075215.68244499,5738164.61786885,243123.803419307,590168.329053634,373160.93923231,9.39271379363683e-10,2.52764155619177e-09,1.554294968301e-09
"Shaanxi","a3",7.71614497947841,23.3315023990415,14.3567915413379,8551721.17391047,11733600.7223127,10068995.4072788,2764539403.81376,3254138964.39378,2998011709.29121,40.3748796001866,121.852256023398,74.9652496656618,139.521249932491,407.33569484798,254.284554205914,731.00250563555,2120.16523259922,1327.75560947986,2238670.46437447,3071623.2257363,2635862.6720625,2037190.12258077,2795177.13542004,2398635.03157688,623662.249988226,855711.227964974,734314.438359205,22687634.1401747,80598109.4338357,39992019.2710898,1303926.39276731,4451611.23157103,2257954.4668357,1.31444765952726e-10,5.44306354876784e-10,2.84404989911721e-10
"Shaanxi","a4",7.49903472024288,20.7746826524278,13.3346120909131,9157907.2108958,12565385.2638531,10782744.777209,2834353103.74361,3349934130.60232,3080213564.89088,40.5827753725026,124.238286735687,75.9874291160866,135.990691392456,368.526202598455,237.090153268621,734.672043729216,2168.29367307952,1344.95001041715,2340158.909661,3210881.43227591,2755359.61798573,2238794.6957869,3071811.19965065,2636012.77061877,651935.510006819,894506.614692018,767604.614536173,22813845.7009924,82545713.0483025,40535830.7383345,1307181.37442984,4559768.07501475,2290206.72964307,1.26391385756456e-10,5.30896796037173e-10,2.75780441217456e-10
"Shaanxi","a5",54.574798091263,108.903756998059,78.5715434737375,4618584.13499195,6258583.67503237,5435155.22800839,1548061244.5675,1803820142.57333,1675408086.91549,285.665725781099,566.920078745304,410.387205916884,840.798084137826,1677.80868536164,1210.50018563507,4401.06428866553,8734.1654525448,6322.56624958237,1209053.43847957,1638372.68979905,1422815.50471424,1100238.62901641,1490919.14771714,1294762.10928996,336825.361212269,456427.694160358,396376.480196321,2730651.64316218,6314443.70038136,4082505.65017568,177242.033366388,409859.984826596,264988.617086639,1.74359428449785e-09,4.68895799558892e-09,2.88433183752315e-09
"Shaanxi","a6",41.5074334174638,82.7604207736882,59.7143478370476,4922870.32444487,6670898.46465714,5793224.79191673,1583105304.8303,1851305650.74192,1716646275.86662,298.734106051886,593.026820775873,429.244401553574,648.135365722947,1292.4694125395,932.496068768578,4593.73421218759,9118.9777659774,6600.57036644886,1259997.3176635,1707402.81852805,1482763.84688509,1201437.84455894,1628046.41380052,1413848.54907327,351017.612738603,475658.521602455,413077.24904833,2669534.07395484,6197168.6969695,3999228.10793461,173605.566924049,403006.696780635,260075.445084632,1.7496404645122e-09,4.70657208918162e-09,2.89489390003207e-09
"Shaanxi","a7",7.71614497947841,23.3315023990415,14.3567915413379,2259350.0064344,4836122.54045392,3164054.62510298,1828643072.24182,2220450382.58329,1974282208.97742,40.3748796001866,121.852256023398,74.9652496656618,139.521249932491,407.33569484798,254.284554205914,731.00250563555,2120.16523259922,1327.75560947986,591452.88126555,1266000.66504029,828286.55107408,538222.121951651,1152060.60518667,753740.761477413,164770.492380245,352690.061270915,230749.037117524,15007051.4237396,54995839.1101439,26335965.2343258,862500.26371765,3037541.41123331,1486931.92849762,3.18916732945804e-10,2.06021916340432e-09,9.05064190266649e-10
"Shaanxi","a8",7.49903472024288,20.7746826524278,13.3346120909131,2348136.68096395,5132687.80057216,3311902.04435545,1839509206.65689,2255910985.36362,1992439857.57869,40.5827753725026,124.238286735687,75.9874291160866,135.990691392456,368.526202598455,237.090153268621,734.672043729216,2168.29367307952,1344.95001041715,606651.448051963,1316569.65198003,853669.120129811,567416.892430011,1248271.84904012,802281.902047912,169004.600307004,366777.873066509,237820.265500484,14806298.887318,55587893.254145,26220650.9781352,848367.188215944,3070636.76182988,1481422.98386296,3.08246322642094e-10,2.04793522103396e-09,8.90127419679087e-10
"Shandong","a1",65.2081345956445,125.067643749732,94.1170148988784,37264732.6968661,50838269.495046,44031330.1848942,6573594618.79694,8193057726.14742,7380919574.48729,804.680123831604,1548.60991685789,1166.31568756844,1004.61891854767,1926.83507645614,1449.99905780101,12397.1783703579,23858.4162784788,17968.6600758619,10770153.9586318,14693141.4725566,12725817.9725128,7862212.38980122,10725993.2749663,9289847.11993432,2093653.30863427,2856258.54341618,2473822.65894865,4244835.67310139,10181757.3014417,6328406.32528504,275525.187509054,660880.845736425,410766.275466606,5.47656963171939e-10,1.4378716616365e-09,9.16495654807914e-10
"Shandong","a2",64.4376176325845,124.366933925558,93.2471121168731,38561520.6611542,52607407.5308047,45563591.2506006,6655107356.45854,8304261167.70243,7477233542.31978,805.146199480717,1550.20677756074,1167.18559035045,993.574414456345,1916.79632976755,1437.52996848109,12403.8590466574,23881.3055014439,17981.1291651818,10770153.9586318,14693141.4725566,12725817.9725128,8510606.37194528,11610562.2928457,10055977.6527875,2093653.30863427,2856258.54341618,2473822.65894865,4293044.93619258,10313979.2165178,6406207.8937033,278674.352876402,669490.126940799,415837.819395597,5.47974169434455e-10,1.43935433375891e-09,9.17179227984809e-10
"Shandong","a3",9.29522789877482,29.0980416379643,17.4015773201599,37220540.9216459,51197315.3156846,43986849.5675543,8164022130.71982,9831593500.59347,8971337794.94158,112.635426077851,357.327301833005,215.676249868583,168.165955590399,497.335281364735,307.95375154696,2037.18640879256,6192.27037519308,3816.78382659971,10757381.7692618,14796911.9409493,12712962.3027613,7852888.69156114,10801745.716893,9280462.48101578,2091170.47165389,2876430.8998489,2471323.59388299,22847462.5052166,87286867.3999428,41596317.6307454,1318421.45708395,4826064.74211688,2350496.70154727,7.61209004468977e-11,3.32169397254296e-10,1.69650664205727e-10
"Shandong","a4",9.29071322994698,28.9967174421529,17.369391391047,38515706.2379873,52978866.2944799,45517438.0303474,8245433020.70304,9943577348.3895,9067546955.36505,112.641450910231,357.428482073048,215.708435797696,168.086947716394,495.893006986277,307.416779999041,2037.29080437699,6193.96740216178,3817.32079814762,10757381.7692618,14796911.9409493,12712962.3027613,8500471.34973183,11692521.2062906,10045756.7124123,2091170.47165389,2876430.8998489,2471323.59388299,23068763.2190932,88276360.6828358,42036125.8558712,1331203.81257177,4880784.48448614,2375369.38466506,7.61249721291539e-11,3.32263453821417e-10,1.69675981616686e-10
"Shandong","a5",65.2081345956445,125.067643749732,94.1170148988784,20064300.7176692,27367512.9601965,23705854.3644163,4553700775.46619,5436809971.85542,4994037031.60379,804.680123831604,1548.60991685789,1166.31568756844,1004.61891854767,1926.83507645614,1449.99905780101,12397.1783703579,23858.4162784788,17968.6600758619,5798930.843257,7909685.82664638,6851402.99549604,4233219.51557761,5774070.65345186,5001524.18671211,1127277.3623441,1537595.4665851,1331871.63390646,2940508.59799839,6756485.9760264,4281891.33082439,190863.497489303,438552.20998151,277930.408306433,1.01733512742159e-09,2.67050937270379e-09,1.70230197863876e-09
"Shandong","a6",64.4376176325845,124.366933925558,93.2471121168731,20713112.9581897,28252459.2226651,24472412.8639533,4594483434.93683,5492435405.25218,5042220916.39896,805.146199480717,1550.20677756074,1167.18559035045,993.574414456345,1916.79632976755,1437.52996848109,12403.8590466574,23881.3055014439,17981.1291651818,5798930.843257,7909685.82664638,6851402.99549604,4557625.63583786,6216543.78468618,5384803.43648058,1127277.3623441,1537595.4665851,1331871.63390646,2963787.47754302,6821662.21339001,4319982.150298,192388.286086748,442800.533655878,280417.368124055,1.01792437414937e-09,2.67326308842486e-09,1.70357164965734e-09
"Shandong","a7",9.29522789877482,29.0980416379643,17.4015773201599,9889663.64869172,21268693.3514266,13915781.732888,5012907326.67639,6352196944.62049,5514227423.80252,112.635426077851,357.327301833005,215.676249868583,168.165955590399,497.335281364735,307.95375154696,2037.18640879256,6192.27037519308,3816.78382659971,2858284.2915294,6147021.19983427,4021902.23493873,2086547.53281646,4487325.47587902,2935988.63150527,555633.316567566,1194944.03912058,781833.66305868,14028895.3599721,56396083.9481353,25567151.817423,809542.707753629,3118122.58181393,1444731.39541545,1.83235785946026e-10,1.25014612049597e-09,5.36254332576705e-10
"Shandong","a8",9.29071322994698,28.9967174421529,17.369391391047,10062088.1412853,21861719.176802,14192847.6977691,5024230731.43788,6390574844.54421,5532570300.0683,112.641450910231,357.428482073048,215.708435797696,168.086947716394,495.893006986277,307.416779999041,2037.29080437699,6193.96740216178,3817.32079814762,2858284.2915294,6147021.19983427,4021902.23493873,2172759.77911327,4783838.38856672,3074521.61394583,555633.316567566,1194944.03912058,781833.66305868,14056604.2814995,56733776.0025582,25648372.4412942,811149.043129344,3136800.5150833,1449333.33943351,1.83245587168738e-10,1.25050010991663e-09,5.36334359208962e-10
"Tianjin","a1",17.0473444268988,33.0943053752497,24.4856030049629,4498043.45372048,6177622.94932533,5331855.96026176,831106430.332551,1054850107.3171,942182015.988032,79.3514253180958,153.093978222077,113.408295190845,262.637243473768,509.862235476396,377.233609938059,1222.51531319888,2358.61841151256,1747.20714793473,1153344.47531294,1584005.88444239,1367142.55391327,1095677.2515473,1504805.59022027,1298785.42621761,148218.605211417,203563.764221461,175694.223888502,5428733.64442168,13293398.3616365,8307875.6664362,352370.025721782,862852.265266877,539250.321349548,5.00954106909959e-10,1.3273916119513e-09,8.29527944004288e-10
"Tianjin","a2",11.8749964253918,23.1511631117422,17.1360813509047,4841648.50294161,6649530.89317073,5739155.8559865,871709586.063786,1110614572.29861,990311870.694517,84.4802307466361,163.032790584709,120.757816844903,185.923905950342,362.390578092228,268.230987504227,1298.58002156703,2506.02590079541,1856.20977036856,1227764.1410325,1686214.0199485,1455357.56168499,1193060.11043831,1638551.42663687,1414220.36630826,157782.425292368,216698.736131622,187030.910967261,5346835.95206488,13146443.4043681,8200809.65828025,347845.401672467,855253.087105409,533512.907055695,5.01005386903474e-10,1.3278836311965e-09,8.29746723582426e-10
"Tianjin","a3",2.39237780384967,7.13847246118661,4.42194622065948,4524843.05061826,6177929.13742012,5326669.77730215,1008611962.29797,1228828158.08638,1115428500.37155,11.1544210784689,33.1732966489295,20.485777308424,43.3137481648423,125.415866519593,78.3567067553042,202.123217974641,580.368051977236,363.010302834729,1160216.1668252,1584084.39421029,1365812.76341081,1102205.35848394,1504880.17449977,1297522.12524027,149101.70003104,203573.853668752,175523.32985145,30404333.1289029,110165121.922675,54448922.4684127,1737883.3291422,6079599.21873273,3072718.57482066,7.04155733068103e-11,2.8592341321794e-10,1.49989646144948e-10
"Tianjin","a4",2.29993763287703,6.13155429377793,3.95532138935503,4870473.99846348,6649833.70454501,5733550.0398905,1049454589.39455,1284593055.38158,1163508963.98088,11.2411859743666,34.1900787202885,20.9524021397285,41.4183937016991,107.563667155783,70.4491396874952,203.9961280561,597.648659241413,370.917869902538,1235074.57256523,1686291.72015637,1453936.78547729,1200162.42666651,1638625.13211614,1412838.23446796,158721.903469502,216708.721540735,186848.324175257,30694711.1172284,114275580.735953,55531053.4907461,1755972.46503759,6297144.30181887,3136837.17715355,6.66621666939347e-11,2.76826027186977e-10,1.44108068170587e-10
"Tianjin","a5",17.0473444268988,33.0943053752497,24.4856030049629,2421816.06693336,3325979.80125647,2870458.62476198,558905527.963033,680977173.166851,619478090.292163,79.3514253180958,153.093978222077,113.408295190845,262.637243473768,509.862235476396,377.233609938059,1222.51531319888,2358.61841151256,1747.20714793473,620978.478700861,852815.333655506,736015.031990252,589929.554765817,810174.566972731,699214.28039074,79803.186254805,109597.004158736,94586.7637911313,3650734.89142916,8581788.80136078,5462370.18420653,236963.09892053,557029.56504077,354553.317289487,9.30464336024119e-10,2.46536689230137e-09,1.54084210595778e-09
"Tianjin","a6",11.8749964253918,23.1511631117422,17.1360813509047,2593726.81156982,3562068.36771685,3074210.89653251,579219893.983466,708875310.438359,643555109.067191,84.4802307466361,163.032790584709,120.757816844903,185.923905950342,362.390578092228,268.230987504227,1298.58002156703,2506.02590079541,1856.20977036856,658211.750384279,903948.552553236,780144.697689675,638651.655400629,877085.631305187,756960.750576581,84588.1084653845,116168.236385721,100257.955389496,3552781.57176923,8391020.05490895,5329303.93975034,231130.848966734,545884.965628028,346703.86900259,9.34569013999952e-10,2.47690489404856e-09,1.54788999018407e-09
"Tianjin","a7",2.39237780384967,7.13847246118661,4.42194622065948,1186660.50166485,2449955.25462837,1674256.68204408,578752056.213291,748116942.479046,646636769.894823,11.1544210784689,33.1732966489295,20.485777308424,43.3137481648423,125.415866519593,78.3567067553042,202.123217974641,580.368051977236,363.010302834729,304271.923503808,628193.655032915,429296.585139507,289058.327328617,596783.97228127,407831.755882531,39102.5934333214,80730.42299559,55169.7627494483,17446323.238181,67069096.3893339,31565156.6528021,997215.567331042,3701291.469508,1781317.95391279,1.77563415184198e-10,1.09025164947611e-09,4.77194042942756e-10
"Tianjin","a8",2.29993763287703,6.13155429377793,3.95532138935503,1239175.32044028,2608531.23015351,1765761.19869421,585191010.052357,768295223.086579,657993265.266887,11.2411859743666,34.1900787202885,20.9524021397285,41.4183937016991,107.563667155783,70.4491396874952,203.9961280561,597.648659241413,370.917869902538,315520.399860661,662187.784640576,448890.332201164,304067.260359482,642077.830436179,433990.267145943,40548.1576268932,85099.0765797297,57687.794371836,17115813.4744248,68346456.0446321,31404192.2677327,979155.564065236,3766224.53772894,1773959.46288536,1.69758280583024e-10,1.08360913384325e-09,4.66759933032796e-10
