"variable","region","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"p_prevent","Tianjin","a7",3.62602051974196,3.71638760123664,3.67067569181455,1407523.9779766,1407523.9779766,1407523.9779766,583406609.294125,583406609.294125,583406609.294125,16.8129852133584,16.9033522948531,16.8586971227805,65.1687048883351,66.792828533936,65.9712705976831,302.17161367285,303.795737318451,302.993171609103,360903.584096565,360903.584096565,360903.584096565,342858.404891737,342858.404891737,342858.404891737,46380.4413994178,46380.4413994178,46380.4413994178,34514254.871903,34699763.4203945,34605675.9336279,1920391.03130198,1930712.82309714,1925477.74656384,0.00000000046585808382717,0.00000000046836199582685,0.000000000467124679988484
"p_transmission","China","a2",1842.41078824004,3607.60249905582,2697.84196617286,329555060.531467,329798723.0995,329671928.475419,67149138571.9351,67177531212.1597,67162756541.7085,13877.5701689473,27174.0712982585,20321.1456219692,29261.1797296863,57295.9746627071,42847.1466110914,218814.403540125,428466.807244383,320413.393446878,83864643.4425568,83926650.3022165,83894383.8095643,80912886.8231769,80972711.2475338,80941580.428145,14435201.7525501,14445874.683269,14440320.8132212,2471073.9084665,4840727.18742054,3305067.43030761,156719.581159143,307006.897742181,209612.824917206,0.00000000165353557171349,0.00000000324022975389759,0.00000000242222955807115
"p_transmission","China","a3",337.255913315423,519.107442932635,425.031982457072,303955744.428341,303955744.428341,303955744.428341,86234841993.3553,86234841993.3553,86234841993.3553,1743.1772966242,2683.11884611144,2196.86365229103,6061.33663376005,9329.66580118132,7638.89326790609,31329.2784203463,48222.3911058804,39483.1628127854,79569566.6042777,79569566.6042777,79569566.6042777,72408305.6098927,72408305.6098927,72408305.6098927,13695911.6517613,13695911.6517613,13695911.6517613,32139777.2291499,49469920.3347564,39253615.900752,1788273.87061774,2752532.01929322,2184091.54307747,0.000000000219075881774438,0.000000000337204154881898,0.000000000276093454576254
"p_transmission","China","a7",337.255913315423,519.107442932635,425.031982457072,131595800.479033,131595800.479033,131595800.479033,66209057612.384,66209057612.384,66209057612.384,1743.1772966242,2683.11884611144,2196.86365229103,6061.33663376005,9329.66580118132,7638.89326790609,31329.2784203463,48222.3911058804,39483.1628127854,34449162.4290662,34449162.4290662,34449162.4290662,31348737.8104502,31348737.8104502,31348737.8104502,5929562.08310301,5929562.08310301,5929562.08310301,24676155.4033802,37981826.4846628,30137991.2874142,1372994.08208545,2113328.52049939,1676893.46282421,0.000000000506014420586729,0.00000000077886330375556,0.000000000637711775087295
"p_transmission","Guangxi","a2",65.8597968199193,128.959239810608,96.4384796827278,25034489.424249,25042932.1806691,25038538.8258131,3729626238.54315,3730539450.35895,3730064242.57539,492.864561029976,965.092398851589,721.709398076567,1046.11665650642,2048.38829644322,1531.82845654462,7771.06139661462,15216.7406743346,11379.2884665605,6534912.92200443,6537116.78872196,6535969.96319914,5982331.79012008,5984349.30161259,5983299.4497074,704849.172854475,705086.879714762,704963.184260696,3864527.62759423,7569096.55375294,5168374.21338341,245100.203674612,480055.330920963,327794.154576244,0.000000000753947920710675,0.00000000147682518553831,0.00000000110421161991282
"p_transmission","Guangxi","a3",12.0465342341485,18.5421379359917,15.1818309932053,22828596.1875032,22828596.1875032,22828596.1875032,4305500896.14241,4305500896.14241,4305500896.14241,61.8968612538496,95.2723713698475,78.0063881345124,216.506505679262,333.248834421147,272.855670706881,1112.44220803331,1712.2840322481,1401.97090610412,6203422.87703892,6203422.87703892,6203422.87703892,5210875.2167127,5210875.2167127,5210875.2167127,669094.988094541,669094.988094541,669094.988094541,45191495.0183034,69559276.656773,55194209.07834,2514478.21451072,3870314.21951718,3071034.41119674,0.0000000000997785617404093,0.000000000153580326955437,0.000000000125747332852709
"p_transmission","Guangxi","a7",12.0465342341485,18.5421379359917,15.1818309932053,9882328.40524003,9882328.40524003,9882328.40524003,2902107530.44299,2902107530.44299,2902107530.44299,61.8968612538496,95.2723713698475,78.0063881345124,216.506505679262,333.248834421147,272.855670706881,1112.44220803331,1712.2840322481,1401.97090610412,2685415.32751088,2685415.32751088,2685415.32751088,2255748.87510914,2255748.87510914,2255748.87510914,289646.211809996,289646.211809996,289646.211809996,30461166.114749,46886182.4598981,37203459.8684233,1694875.07667331,2608771.50245281,2070019.79699246,0.000000000230492693698974,0.0000000003547770447045,0.000000000290481652262024
"p_transmission","Guizhou","a2",50.2522471735598,98.3983641033276,73.5843772734441,10941855.8285184,10948547.3896644,10945065.3038156,2205479331.11104,2206347782.72228,2205895866.79416,379.227445549898,742.576179058561,555.308732908107,798.029657617178,1562.61316216541,1168.55509183069,5979.55014160717,11708.7292830431,8755.94963249955,2770090.08316923,2771784.14928214,2770902.60856092,2700837.83108999,2702489.54555008,2701630.0433469,555458.463477093,555798.157614054,555621.391068636,2970037.81336906,5818006.60425032,3972377.41110619,188361.971465603,368982.236200342,251931.082221683,0.00000000136817091492537,0.00000000268069325098983,0.00000000200407163785705
"p_transmission","Guizhou","a3",9.18345081569327,14.1352526264936,11.5735862129977,10304314.2732648,10304314.2732648,10304314.2732648,2716568961.27013,2716568961.27013,2716568961.27013,47.6552830408955,73.3515683500039,60.0582390583957,165.04969859566,254.046026096145,208.006440548673,856.485242883822,1318.31209102775,1079.39754387697,2628651.60032266,2628651.60032266,2628651.60032266,2523505.53630976,2523505.53630976,2523505.53630976,527097.2188967,527097.2188967,527097.2188967,37034913.12289,57004570.9085159,45232244.632227,2060641.77045687,3171763.8848316,2516745.54632834,0.000000000181291743017774,0.000000000279046368643909,0.000000000228475462670761
"p_transmission","Guizhou","a7",9.18345081569327,14.1352526264936,11.5735862129977,4461022.00440088,4461022.00440088,4461022.00440088,1968434093.6871,1968434093.6871,1968434093.6871,47.6552830408955,73.3515683500039,60.0582390583957,165.04969859566,254.046026096145,208.006440548673,856.485242883822,1318.31209102775,1079.39754387697,1138015.8174492,1138015.8174492,1138015.8174492,1092495.18475124,1092495.18475124,1092495.18475124,228194.931714915,228194.931714915,228194.931714915,26835610.1712036,41305684.660353,32775421.4001039,1493147.26541916,2298269.71339202,1823641.44225944,0.000000000418757650906049,0.000000000644556668064748,0.000000000527745204746035
"p_transmission","Hunan","a2",130.133745954699,254.815271956479,190.555589386213,23441035.6929667,23451817.5751791,23446207.0100724,4459968100.21239,4461397271.06092,4460653573.8162,609.599945863008,1193.67510856175,892.646783241147,2094.73084033226,4101.69969523307,3067.32677528897,9578.93895383083,18756.7946375604,14026.5908847734,5919453.45781986,5922176.15534827,5920759.34597787,5801064.38866346,5803732.6322413,5802344.15905832,1368530.28382029,1369159.74970728,1368832.19471532,3736333.33578194,7318565.72714247,4997109.33547515,237778.798904228,465750.673698229,318014.092694361,0.00000000102935125513361,0.00000000201652925741793,0.00000000150765591215516
"p_transmission","Hunan","a3",24.4837866105471,37.685692750328,30.8560584747046,21318595.0045794,21318595.0045794,21318595.0045794,5205389771.83176,5205389771.83176,5205389771.83176,73.4149644266726,113.001170321361,92.5222392593652,440.035198044284,677.30664119099,554.560943442204,1319.4514772069,2030.91511752416,1662.85724196179,5383483.587015,5383483.587015,5383483.587015,5275813.9152747,5275813.9152747,5275813.9152747,1244618.33744917,1244618.33744917,1244618.33744917,46064919.1245393,70903661.2968864,56260957.5114111,2563075.98821635,3945116.4834427,3130388.85147507,0.000000000136370740692421,0.000000000209903436120656,0.000000000171863139849687
"p_transmission","Hunan","a7",24.4837866105471,37.685692750328,30.8560584747046,9228994.6897405,9228994.6897405,9228994.6897405,3623318331.03284,3623318331.03284,3623318331.03284,73.4149644266726,113.001170321361,92.5222392593652,440.035198044284,677.30664119099,554.560943442204,1319.4514772069,2030.91511752416,1662.85724196179,2330554.21458093,2330554.21458093,2330554.21458093,2283943.13028931,2283943.13028931,2283943.13028931,538805.489977395,538805.489977395,538805.489977395,32064431.9056926,49353947.9223182,39161593.5804978,1784081.61905355,2746079.2561337,2178971.37505211,0.000000000315010755670722,0.000000000484868232690651,0.000000000396996725845324
"p_transmission","Shaanxi","a2",51.4399103855145,100.724106125342,75.3235474802448,7857160.03816651,7863984.42602156,7860433.2211744,1973916871.23441,1974932003.9665,1974403759.62352,388.838003441189,761.394694176339,569.381548620792,816.991023486374,1599.74427185946,1196.32141920997,6130.99452292578,12005.2737762272,8977.71081982572,1999477.48943799,2001214.14871823,2000310.44380215,1929102.52964526,1930778.06429254,1929906.16678505,557026.435872572,557510.244834818,557258.485297066,2592501.47962976,5079061.16811755,3467628.63040803,164420.812721751,322122.617559287,219922.851075064,0.00000000194301046537292,0.0000000038079683227159,0.00000000284646590925418
"p_transmission","Shaanxi","a3",9.42657341828535,14.5094719682677,11.8799835500656,7245629.85524109,7245629.85524109,7245629.85524109,2506446364.08729,2506446364.08729,2506446364.08729,48.841231607185,75.1769914884805,61.5528490507307,169.419222716251,260.77168805781,213.513170653274,877.799718754941,1351.11953187771,1106.25944120026,1896761.74220971,1896761.74220971,1896761.74220971,1726053.18541084,1726053.18541084,1726053.18541084,528411.266715234,528411.266715234,528411.266715234,33340604.8108663,51318246.5226485,40720233.1450413,1855088.54320533,2855373.85184219,2265694.89103557,0.000000000257497979426163,0.000000000396343883448956,0.000000000324515450100877
"p_transmission","Shaanxi","a7",9.42657341828535,14.5094719682677,11.8799835500656,3137071.41513338,3137071.41513338,3137071.41513338,1894745584.3966,1894745584.3966,1894745584.3966,48.841231607185,75.1769914884805,61.5528490507307,169.419222716251,260.77168805781,213.513170653274,877.799718754941,1351.11953187771,1106.25944120026,821222.883542769,821222.883542769,821222.883542769,747312.82402392,747312.82402392,747312.82402392,228781.198234646,228781.198234646,228781.198234646,25203796.3595143,38793976.3606998,30782418.9069621,1402352.30095696,2158516.96453501,1712749.75275317,0.000000000594737830447236,0.000000000915427382687703,0.000000000749526715392912
"p_transmission","Shandong","a2",84.8179853704901,166.080062718669,124.198572670551,28408650.9356209,28425564.378236,28416763.1347146,5341559079.8464,5343507206.47001,5342493460.35012,1046.76859998447,2049.70691811017,1532.79946276818,1339.13801918204,2622.13435072007,1960.89355679323,16518.3265055805,32344.9975653672,24188.0410615564,7868679.67715436,7873364.39317584,7870926.60877724,6335645.79065609,6339417.79594218,6337454.95858006,1529624.11716074,1530534.79784703,1530060.90718664,2606011.14854573,5104764.51677028,3485448.41652134,165143.282792074,323489.62255134,220873.341778855,0.00000000132950610147263,0.00000000260489307254584,0.00000000194741933060192
"p_transmission","Shandong","a3",11.3367949023555,17.4496812982054,14.2873827337272,27204902.4208736,27204902.4208736,27204902.4208736,6816292037.4895,6816292037.4895,6816292037.4895,138.42103880333,213.059267410873,174.447063816308,203.75070532497,313.614641777332,256.780186491676,2487.77406056218,3829.21067064264,3135.25230019446,7862688.56094612,7862688.56094612,7862688.56094612,5739762.64949066,5739762.64949066,5739762.64949066,1528459.48011656,1528459.48011656,1528459.48011656,31992469.1393248,49243179.334712,39073698.8538083,1780077.57310087,2739916.03399433,2174080.86649573,0.000000000176047973578485,0.00000000027097508156324,0.000000000221866938343183
"p_transmission","Shandong","a7",11.3367949023555,17.4496812982054,14.2873827337272,11777696.6308823,11777696.6308823,11777696.6308823,5035353581.95446,5035353581.95446,5035353581.95446,138.42103880333,213.059267410873,174.447063816308,203.75070532497,313.614641777332,256.780186491676,2487.77406056218,3829.21067064264,3135.25230019446,3403958.56383882,3403958.56383882,3403958.56383882,2484889.75160234,2484889.75160234,2484889.75160234,661709.121058883,661709.121058883,661709.121058883,23633581.5998281,36377082.7432436,28864650.8103837,1314984.73577308,2024039.74773199,1606044.1393001,0.000000000406647249686922,0.000000000625916160303066,0.000000000512482924056442
"p_transmission","Tianjin","a2",14.463597132754,28.3209635289071,21.1790313348215,3540621.76968666,3542543.16489786,3541543.32899576,686468705.983403,686718824.525451,686588670.407931,108.881033416598,213.203131987537,159.436233239107,229.6865446217,449.746014515776,336.32981036607,1716.80380686645,3361.7236820638,2513.9431869977,896542.333490576,897028.861636857,896775.687118051,873768.551352754,874242.720812074,873995.977379831,115216.448361541,115278.973066676,115246.437102915,3219787.15595759,6307056.45397341,4306352.80612942,204201.407047819,399998.428346258,273112.246115592,0.00000000121379632331915,0.00000000237805984194252,0.00000000177788309305623
"p_transmission","Tianjin","a3",2.91908831903609,4.49308806665441,3.67882613143551,3251242.55895536,3251242.55895536,3251242.55895536,821051479.542504,821051479.542504,821051479.542504,13.4047406791564,20.6327338564579,16.893512258595,52.463355949179,80.7520885937896,66.1177544886254,240.916890753494,370.822099988214,303.618887128139,833651.938193682,833651.938193682,833651.938193682,791969.341283998,791969.341283998,791969.341283998,107134.277881146,107134.277881146,107134.277881146,39793634.9712339,61250829.030896,48601585.4473823,2214138.47655952,3408027.87622974,2704217.40659364,0.000000000160795411910169,0.000000000247498181329296,0.000000000202644670810687
"p_transmission","Tianjin","a7",2.91908831903609,4.49308806665441,3.67882613143551,1407523.9779766,1407523.9779766,1407523.9779766,583406609.294125,583406609.294125,583406609.294125,13.4047406791564,20.6327338564579,16.893512258595,52.463355949179,80.7520885937896,66.1177544886254,240.916890753494,370.822099988214,303.618887128139,360903.584096565,360903.584096565,360903.584096565,342858.404891737,342858.404891737,342858.404891737,46380.4413994178,46380.4413994178,46380.4413994178,28275778.350697,43522409.2176053,34534358.5373908,1573278.9639902,2421609.4084124,1921509.60967031,0.000000000371421655806271,0.000000000571696562895239,0.000000000468089345825806
"suspect_bite_incidence","China","a2",2017.457992154,3357.74762259491,2696.56334450434,329549685.015487,329789418.051316,329671112.609532,67148503998.7355,67176455081.4365,67162666102.3159,15199.0759835417,25289.6408080487,20310.1779411355,32034.5430808652,53334.4979197245,42830.6108947867,239605.287552527,398799.438568866,320265.986103244,83863274.8086078,83924283.3161718,83894176.9827058,80911567.6991358,80970425.7094865,80941379.3220605,14434966.1764316,14445467.2657961,14440285.2131482,2655178.24109881,4419772.30419654,3306847.74387362,168376.626205154,280362.991015838,209709.020053927,0.00000000181104626491496,0.00000000301557992646537,0.00000000242092820641442
"suspect_bite_incidence","China","a3",99.4888300175965,1091.13005831215,420.146333471995,303916965.588147,304035413.770762,303955266.888599,86229662433.4084,86245166368.0832,86234785204.1373,514.227584918174,5639.7484701323,2171.61126580384,1833.1249174405,19163.65696357,7559.4589497882,9474.86689912602,99051.6389471499,39072.5921278097,79559415.0754311,79590422.453079,79569441.5938741,72399067.7186423,72427284.4323019,72408191.8504255,13694164.3198586,13699501.4647362,13695890.1343456,15289629.1191131,167717891.644819,39710046.8956247,870552.606195817,9102520.09725209,2207040.29366816,0.0000000000646092292350034,0.000000000708872540702468,0.000000000272920259625276
"suspect_bite_incidence","China","a7",99.4888300175965,1091.13005831215,420.146333471995,50516233.5631336,121493923.926925,77236000.025625,56651391829.6663,65141182635.2528,60004232156.7863,514.227584918174,5639.7484701323,2171.61126580384,1833.1249174405,19163.65696357,7559.4589497882,9474.86689912602,99051.6389471499,39072.5921278097,13224144.9118151,31804692.1274673,20218848.1742474,12033971.8697517,28942269.8359952,18399151.8385651,2276205.94294617,5474382.63244031,3480169.24199233,10045021.002211,126677728.977955,27631203.1999776,571937.955109388,6875155.43265959,1535711.57911683,0.000000000161682931203121,0.0000000042647358356558,0.00000000107405290701466
"suspect_bite_incidence","Guangxi","a2",72.1169109680208,120.028016422153,96.3928375348151,25034303.503964,25042609.4854202,25038510.4341802,3729605847.35766,3730504820.89354,3730061326.23151,539.798390922743,898.166200368035,721.319778318891,1145.26445102369,1906.76457450708,1531.23810073419,8509.44127276969,14163.1177079993,11374.0519068903,6534864.27760028,6537032.6605799,6535962.61209539,5982287.4743817,5984272.0821302,5983292.60499472,704843.926117689,705077.805737487,704962.391377996,4152467.37834201,6910922.4548012,5171161.85961904,263332.263718403,438395.977046248,327944.813050472,0.000000000825754465291072,0.00000000137442211837008,0.00000000110361674496734
"suspect_bite_incidence","Guangxi","a3",3.55366803002571,38.9743670521915,15.0073192066799,22827268.4112874,22831324.0425405,22828579.8366826,4305335431.74004,4305830714.98035,4305499081.97415,18.2592288150109,200.25657926323,77.1097246843027,65.4778773839264,684.511803113071,270.018335326461,336.434232033908,3517.13246488055,1387.39233432877,6203062.06828463,6204164.14199471,6203418.43388114,5210572.13735909,5211497.87927555,5210871.48446016,669056.071623111,669174.940191407,669094.508859986,21499096.0475803,235816679.806352,55836006.4129579,1224103.86152068,12798432.2194252,3103303.20806997,0.0000000000294306024101103,0.000000000322835040273276,0.000000000124301988502264
"suspect_bite_incidence","Guangxi","a7",3.55366803002571,38.9743670521915,15.0073192066799,3793880.15707377,9120301.89832797,5799284.79157342,2232510320.88841,2826877871.50372,2467279743.57923,18.2592288150109,200.25657926323,77.1097246843027,65.4778773839264,684.511803113071,270.018335326461,336.434232033908,3517.13246488055,1387.39233432877,1030945.694857,2478342.90715434,1575892.60640582,865994.383679881,2081808.04200965,1323749.78938089,111196.771701581,267311.58762276,169974.200634325,11148249.556155,154819127.365321,31996998.4808089,634752.98220371,8402468.00812707,1778357.63001597,0.0000000000736751510951177,0.00000000194245516773807,0.000000000489308245821198
"suspect_bite_incidence","Guizhou","a2",55.0267665222034,91.5833959564899,73.5494355527595,10941708.1303797,10948291.9529036,10945042.9837909,2205459915.60127,2206314874.92663,2205893107.13949,415.339688870348,691.081139048515,555.009097945742,873.667592306883,1454.57143079706,1168.10297423843,6547.70215572778,10898.0099701891,8751.92272255928,2770052.69123538,2771719.48174774,2770896.95792175,2700801.37395449,2702426.49470404,2701624.53397371,555450.965646518,555785.190480056,555620.258002469,3191318.34307874,5312073.30782046,3974517.02198067,202372.719573041,336960.176631828,252046.684719176,0.00000000149849106883086,0.00000000249483030136986,0.00000000200299436021618
"suspect_bite_incidence","Guizhou","a3",2.70907281988138,29.7113802704908,11.4405503857388,10303227.0765381,10306547.8689476,10304300.8850452,2716408940.89694,2716887928.58529,2716567206.79066,14.0580429454367,154.180422552429,59.3678849675266,49.9158437102169,521.824774996478,205.843450447154,259.025555558159,2707.89089567463,1068.17329182217,2628374.25421889,2629221.3951397,2628648.18496052,2523239.28405014,2524052.53933411,2523502.2575621,527041.605455973,527211.474153412,527096.534048283,17618377.8454312,193262173.058534,45758194.1528923,1003145.63826626,10488879.8432681,2543189.60002879,0.0000000000534684639772977,0.000000000586599957387912,0.000000000225849489129783
"suspect_bite_incidence","Guizhou","a7",2.70907281988138,29.7113802704908,11.4405503857388,1712515.65052058,4118084.05110442,2618136.04848154,1611406751.54927,1928473063.98129,1736630991.84385,14.0580429454367,154.180422552429,59.3678849675266,49.9158437102169,521.824774996478,205.843450447154,259.025555558159,2707.89089567463,1068.17329182217,436866.237377699,1050531.6456899,667891.849102434,419391.587882592,1008510.37986231,641176.175138336,87600.4179189763,210652.605593739,133925.67358202,10451435.5640796,137179340.784933,29252027.3005138,595078.167337984,7445107.33632339,1625795.18242904,0.000000000133818367139284,0.00000000352923639688662,0.000000000888884705619778
"suspect_bite_incidence","Hunan","a2",142.468369658207,237.200117259271,190.48277137229,23440798.6435147,23451405.0268849,23446170.52488,4459936257.86211,4461342990.69267,4460648964.4941,667.688479379186,1110.85739385463,892.143328135873,2292.90188422904,3818.5826450438,3066.39927652036,10489.6285212533,17457.4422161455,14019.8037301783,5919393.59684716,5922071.97648608,5920750.13254545,5801005.72491021,5803630.53695635,5802335.12989455,1368516.44444229,1369135.66438777,1368830.06464345,4014859.40727849,6681773.20483469,4999924.14202615,255474.782768425,425309.912706006,318167.718346324,0.00000000112745755544728,0.00000000187664053028388,0.00000000150680793508224
"suspect_bite_incidence","Hunan","a3",7.22258957461972,79.2129275762343,30.5013752643656,21316903.6109867,21322069.8948988,21318574.1760129,5205135321.11144,5205896966.38797,5205386982.00841,21.6570049033968,237.521414136053,91.4587197575717,133.079352530147,1391.22687960513,548.794256173238,399.039734346625,4171.61961491006,1645.56580969997,5383056.46742088,5384361.0845704,5383478.32727598,5275395.33807246,5276673.86287899,5275808.76073046,1244519.59081597,1244821.207864,1244617.12143959,21914383.3411581,240379359.454799,56915152.4950956,1247749.26805584,13046061.6282034,3163280.95256032,0.0000000000402220515363611,0.000000000441238942176384,0.00000000016988778294915
"suspect_bite_incidence","Hunan","a7",7.22258957461972,79.2129275762343,30.5013752643656,3542973.66987676,8518319.77657994,5416124.59413833,2868401024.84179,3538645920.89628,3133128136.04521,21.6570049033968,237.521414136053,91.4587197575717,133.079352530147,1391.22687960513,548.794256173238,399.039734346625,4171.61961491006,1645.56580969997,894690.320675947,2151090.8526717,1367708.23084301,876796.514262429,2108069.03561827,1340354.06622615,206845.244617714,497314.996410876,316203.201305058,12076389.1343235,163394981.747511,34257292.7365498,687598.89194826,8867903.66049725,1903982.27623389,0.000000000100679173436577,0.00000000265478913370386,0.000000000668700514445245
"suspect_bite_incidence","Shaanxi","a2",56.3272488544412,93.7480331871573,75.2878667166959,7857009.48321419,7863723.81455883,7860410.37078176,1973894181.41213,1974893531.04625,1974400528.07909,425.865425663915,708.594695328462,569.074240618129,894.425710125438,1489.13500781536,1195.86005413607,6713.53631499772,11174.0219781328,8973.58054335605,1999439.15737467,2001147.85527372,2000304.65109159,1929065.58423242,1930714.0520057,1929900.53429928,557015.757096381,557491.776409285,557256.871529003,2785646.28612856,4637365.26149647,3469495.51948528,176650.286286797,294165.911731859,220023.715008711,0.00000000212810574961571,0.00000000354396728059917,0.00000000284493784638044
"suspect_bite_incidence","Shaanxi","a3",2.78079173306024,30.497972442673,11.7434258025109,7244543.75551681,7247861.19716264,7245616.48053043,2506260470.6215,2506816904.02582,2506444325.93261,14.4078903311452,158.017356449521,60.8453147365704,51.2372960074543,535.63980579031,211.292918942623,265.471645664092,2775.27946834769,1094.75586096284,1896477.42291016,1897345.86313158,1896758.24097655,1725794.45484825,1726584.73544974,1726049.99928866,528332.05933885,528573.994626375,528410.291320694,15860665.732768,173989171.655956,41193711.2460385,903065.979194393,9442880.03999403,2289500.71455036,0.0000000000759370793228227,0.000000000833215067791536,0.000000000320785819837767
"suspect_bite_incidence","Shaanxi","a7",2.78079173306024,30.497972442673,11.7434258025109,1204209.25224384,2896604.39401778,1841290.30171266,1602772704.53761,1862181814.70998,1705214798.84525,14.4078903311452,158.017356449521,60.8453147365704,51.2372960074543,535.63980579031,211.292918942623,265.471645664092,2775.27946834769,1094.75586096284,315238.024147602,758273.401575335,482013.167987607,286866.601974317,690028.795433555,438631.982868722,87820.9001951837,211244.353851266,134282.120416996,10143016.8213808,129247361.82122,28025408.4678166,577517.587982533,7014616.60830719,1557621.0730176,0.000000000190009174807034,0.00000000501263630479848,0.00000000126231644232041
"suspect_bite_incidence","Shandong","a2",92.8905999842957,154.568340334051,124.132943943468,28408278.0024986,28424918.2431589,28416706.4767831,5341515515.50772,5343433379.52801,5342487269.57292,1146.42380797443,1907.58431339615,1531.98355405953,1466.30734307109,2440.66329287946,1960.01571803536,18087.4051788406,30105.7309280939,24177.117628509,7868576.12491303,7873185.67013633,7870911.05294184,6335562.87633627,6339273.45144309,6337442.18544973,1529603.98722634,1530500.05516048,1530057.88322558,2800146.48788866,4660958.1398777,3487300.66678334,177425.206126557,295422.882757057,220972.878225699,0.00000000145611173927082,0.00000000242430686710454,0.00000000194638656663124
"suspect_bite_incidence","Shandong","a3",3.3443045898773,36.6780444743943,14.1231520575269,27202108.126517,27210643.1700379,27204868.0106997,6815921204.25549,6817031216.36136,6816287971.6364,40.8334343010135,447.837324681633,172.441839120092,61.6202634691078,644.18111022268,254.110006876283,752.373786769505,7865.42542916779,3102.64997548301,7861880.9614211,7864347.73700517,7862678.61580915,5739173.1018374,5740973.84801377,5739755.38954068,1528302.48761449,1528782.01398738,1528457.54684161,15219636.3023134,166947290.450957,39528040.3318443,866567.392398081,9060697.40365609,2196924.57270345,0.0000000000519222135980515,0.000000000569631271293991,0.000000000219316911635394
"suspect_bite_incidence","Shandong","a7",3.3443045898773,36.6780444743943,14.1231520575269,4521285.94489274,10872130.4925661,6912190.33831432,4185458468.81408,4940206045.21778,4483545356.39943,40.8334343010135,447.837324681633,172.441839120092,61.6202634691078,644.18111022268,254.110006876283,752.373786769505,7865.42542916779,3102.64997548301,1306730.04187651,3142234.24640638,1997742.87234518,953912.930569857,2293830.99987666,1458352.29681198,254020.479760543,610831.484095922,388349.227926669,9345934.86996539,120984338.68677,26000333.6735292,532133.767779797,6566159.17791304,1445069.66361923,0.000000000129950319100852,0.00000000342716024220673,0.000000000863183353109201
"suspect_bite_incidence","Tianjin","a2",15.837790984133,26.3595182483082,21.1689738963741,3540579.35996709,3542469.80946292,3541536.91734616,686463114.199846,686709346.159557,686587875.411068,119.249333426067,198.418206007239,159.350201815633,251.456315499703,418.650365390619,336.199674484516,1879.92760636572,3128.95530419887,2512.7869672545,896531.594696082,897010.289413039,896774.064280246,873758.085287463,874224.61531842,873994.394392834,115215.068297583,115276.586313048,115246.228548783,3459678.06086706,5758601.12950072,4308672.76971163,219390.514552462,365284.994929728,273237.598076705,0.00000000132940875744132,0.00000000221317583430511,0.00000000177692696703408
"suspect_bite_incidence","Tianjin","a3",0.861116701680963,9.44417882652884,3.63653884004165,3250938.1896568,3251867.87166948,3251238.81081764,821006379.234021,821141377.620266,821050985.058183,3.95432421706085,43.3687173709184,16.6993256684071,15.8664493936384,165.869323230458,65.4302179719847,72.8601436042609,761.690448196679,300.46166790968,833573.894783795,833812.274787047,833650.977132728,791895.200044605,792121.661047695,791968.428276091,107124.248366455,107154.883057433,107134.154373281,18930842.9901725,207656563.434396,49166714.9537364,1077874.06442837,11270103.7494558,2732631.38945562,0.0000000000474246342568029,0.000000000520274418888405,0.000000000200315553228798
"suspect_bite_incidence","Tianjin","a7",0.861116701680963,9.44417882652884,3.63653884004165,540333.69484849,1299238.21978196,826043.511438114,470002685.480285,570701575.09524,509774469.34578,3.95432421706085,43.3687173709184,16.6993256684071,15.8664493936384,165.869323230458,65.4302179719847,72.8601436042609,761.690448196679,300.46166790968,138547.101243203,333138.005072296,211806.028573875,131619.746181043,316481.104818682,201215.727145182,17804.9650749665,42812.231307851,27219.6163440859,10837366.5160652,144323415.018162,30526649.9658849,617052.093265746,7832836.26498185,1696637.28785204,0.000000000118699282485128,0.00000000313025079426164,0.000000000788425418334235
