"region","variable","scenario","total_deaths_lci","total_deaths_uci","total_deaths","total_vials_lci","total_vials_uci","total_vials","total_cost_lci","total_cost_uci","total_cost","total_deaths_averted_lci","total_deaths_averted_uci","total_deaths_averted","total_YLL_lci","total_YLL_uci","total_YLL","total_YLL_averted_lci","total_YLL_averted_uci","total_YLL_averted","vaccinated_lci","vaccinated_uci","vaccinated","fully_vaccinated_lci","fully_vaccinated_uci","fully_vaccinated","RIG_lci","RIG_uci","RIG","cost_per_death_averted_lci","cost_per_death_averted_uci","cost_per_death_averted","cost_per_YLL_averted_lci","cost_per_YLL_averted_uci","cost_per_YLL_averted","deaths_averted_per_100k_vaccinated_lci","deaths_averted_per_100k_vaccinated_uci","deaths_averted_per_100k_vaccinated"
"Hunan","p_prevent","a7",39.0016453533644,39.5756346540006,39.2832688747899,10364592.0430334,10364592.0430334,10364592.0430334,3866898056.85802,3866898056.85802,3866898056.85802,117.510972806525,118.084962107162,117.803338585736,692.201567123066,702.388734608244,697.199824019749,2085.58584628574,2095.77301377092,2090.77475687424,2617321.22298824,2617321.22298824,2617321.22298824,2564974.79852847,2564974.79852847,2564974.79852847,605103.728185097,605103.728185097,605103.728185097,32746744.2750993,32906697.6853696,32825029.4370369,1845093.925463,1854106.3959293,1849504.85179911,4.48974209869285e-10,4.51167250966399e-10,4.5009125189165e-10
"Hunan","p_transmission","a2",102.239888858986,200.196299275126,149.710482419863,25856353.3571594,25864545.4064671,25860282.5120028,4870158654.16876,4871261018.78598,4870687381.61073,463.172636839172,906.951602134946,678.230972895656,1611.16377048578,3154.82655539981,2359.23712195759,7099.77580207126,13902.2742846601,10396.3133108225,6529382.16089885,6531450.86021896,6530374.37171788,6398794.51768087,6400821.84301458,6399766.88428352,1509540.92054253,1510019.18727574,1509770.3117462,5369810.96092062,10517160.6250942,7181458.19972759,350313.808694058,686114.766802194,468501.40391021,7.09142037124114e-10,1.38903127399437e-09,1.03857900679167e-09
"Hunan","p_transmission","a3",31.2382682543874,48.0822594238767,39.3684950468674,23661451.8489843,23661451.8489843,23661451.8489843,5634108737.59115,5634108737.59115,5634108737.59115,93.6683687505581,144.175446703074,118.046876304485,554.4170776383,853.364390719332,698.712418920233,1662.42708612816,2558.82717881099,2095.0970665882,5975114.10327888,5975114.10327888,5975114.10327888,5855611.8212133,5855611.8212133,5855611.8212133,1381398.57976525,1381398.57976525,1381398.57976525,39078143.0987654,60149534.0715815,47727724.0531022,2201832.458341,3389086.22495627,2689187.44980447,1.56764150661419e-10,2.4129321082581e-10,1.97564220973966e-10
"Hunan","p_transmission","a7",31.2382682543874,48.0822594238767,39.3684950468674,10364592.0430334,10364592.0430334,10364592.0430334,3866898056.85802,3866898056.85802,3866898056.85802,93.6683687505581,144.175446703074,118.046876304485,554.4170776383,853.364390719332,698.712418920233,1662.42708612816,2558.82717881099,2095.0970665882,2617321.22298824,2617321.22298824,2617321.22298824,2564974.79852847,2564974.79852847,2564974.79852847,605103.728185097,605103.728185097,605103.728185097,26820780.8283875,41282858.9676382,32757309.4512379,1511199.38418618,2326055.73448886,1845689.21341441,3.57878765234691e-10,5.50851173469899e-10,4.51021736528423e-10
"Hunan","suspect_bite_incidence","a2",139.580325790045,160.361638413048,149.614076112185,25859156.1407626,25861358.8324488,25860252.0324304,4870536531.63239,4870837618.34419,4870683367.4046,631.942406317011,723.979619461034,677.733201597563,2197.48819561506,2532.68479941381,2357.78267686031,9690.21328171009,11123.2834985423,10389.0986202229,6530089.93453601,6530646.1698103,6530366.67485617,6399488.13584529,6400033.24641409,6399759.34135905,1509704.55214525,1509833.14929078,1509768.53229335,6727449.77995134,7707723.94707875,7186726.80624669,437868.596289098,502655.357187825,468826.367469799,9.67656782935719e-10,1.10868246336408e-09,1.03781798992549e-09
"Hunan","suspect_bite_incidence","a3",20.8291129235397,65.9695775121667,39.0544989571098,23660127.3095566,23663366.7334733,23661435.2160633,5633906796.30983,5634371909.07426,5634106457.60298,62.4566584654916,197.810344128754,117.105355738669,376.704270875798,1114.99408914563,693.634063735282,1129.55794492776,3343.31910610245,2079.86956886211,5974779.62362539,5975597.65996801,5975109.9030463,5855284.03115289,5856085.70676865,5855607.70498537,1381321.2507452,1381510.37420332,1381397.60870508,28481355.8215274,90212509.72284,48111432.8381015,1685123.85970769,4988121.17994938,2708874.89386432,1.04519517577136e-10,3.31075548538351e-10,1.95988622199176e-10
"Hunan","suspect_bite_incidence","a7",20.8291129235397,65.9695775121667,39.0544989571098,4536026.67471129,9632767.12753932,6455470.78486381,3093073876.43554,3779612723.08205,3364333593.41849,62.4566584654916,197.810344128754,117.105355738669,376.704270875798,1114.99408914563,693.634063735282,1129.55794492776,3343.31910610245,2079.86956886211,1145461.28149275,2432516.95139882,1630169.39011712,1122552.0558629,2383866.61237084,1597566.00231478,264821.484590872,562378.459027796,376882.121639958,15636562.8403248,60515769.1100357,28729118.0851394,925150.659651319,3346099.0116127,1617569.50713938,2.56757341113598e-10,1.72690554735268e-09,7.1836311274533e-10
"Shaanxi","non_suspect_bite_incidence","a2",44.5838896250007,73.3097410543775,59.1233247260534,9241470.3132205,12538932.696396,10900630.275098,2224959013.28393,2723488956.14905,2475800668.13317,328.499258581708,540.154147474893,435.622654866674,693.723555906989,1140.69665345824,919.95647179146,5054.12356781014,8310.53871896775,6702.27001965299,2355702.23785966,3196243.75907108,2778631.35007794,2265032.91875059,3073222.58912692,2671683.78747105,656265.663636371,890428.763864577,774087.793292812,4119118.6324962,8290700.46583266,5683360.68033678,267727.410764087,538864.734826633,369397.332675856,1.02776660149719e-09,2.29296444514e-09,1.56775980683604e-09
"Shaanxi","non_suspect_bite_incidence","a3",15.1255728987322,15.1258897674731,15.125725770868,8535024.23873592,11684094.2821862,10100685.0926222,2761975479.3674,3246536283.48197,3002890375.46752,78.3696004396703,78.3699173084112,78.3697644362754,268.448809512286,268.454433301668,268.451522688385,1390.90440281746,1390.91002660684,1390.90731343074,2234299.5389361,3058663.42465608,2644158.40120999,2033212.58043185,2783383.71643703,2406184.14510109,622444.571354053,852100.808821238,736625.512359487,35242802.0116204,41425964.4717875,38316950.3834512,1985732.66892418,2334118.9206862,2158943.55178904,2.56221720271437e-10,3.50758329143854e-10,2.96388311685157e-10
"Shaanxi","non_suspect_bite_incidence","a7",15.1255728987322,15.1258897674731,15.125725770868,3739102.56957925,5118300.9676921,4424815.14880851,2036814200.06842,2253751120.37461,2144671325.8864,78.3696004396703,78.3699173084112,78.3697644362754,268.448809512286,268.454433301668,268.451522688385,1390.90440281746,1390.91002660684,1390.90731343074,978822.66219352,1339869.36327018,1158328.57298652,890728.622596104,1219281.12057587,1054079.00141774,272686.290169844,373268.846435987,322694.123834023,25989745.42812,28757976.4057821,27366055.5357454,1464375.23715123,1620349.40417857,1541922.53155709,5.84904786899491e-10,8.00654912635410e-10,6.76576286417716e-10
"Shaanxi","p_prevent","a2",44.140404114252,73.9282309218609,59.2259701759781,10880520.0513167,10885768.874963,10883181.7151777,2472760285.09079,2473553833.41627,2473162691.23782,324.691521469219,545.31239917575,436.582603385444,686.889736182763,1150.13708128455,921.557403137616,4995.56341985562,8390.03058209465,6717.03977595649,2773505.14206559,2774843.09643764,2774183.61500349,2666754.88359274,2668041.34104385,2667407.24258538,772659.703507484,773032.438864177,772848.716569363,4534575.57324648,7618165.76615094,5664821.89638314,294726.015703443,495150.121322604,368192.354627771,1.1701256978676e-09,1.96614886666344e-09,1.57373362391838e-09
"Shaanxi","p_prevent","a3",14.9627009095452,15.295628911126,15.1240512004054,10086499.9359507,10086499.9359507,10086499.9359507,3000707645.0651,3000707645.0651,3000707645.0651,78.1998612960173,78.5327892975982,78.371439006738,265.55815592231,271.46696521344,268.421802396126,1387.89187090569,1393.80068019681,1390.937033723,2640445.00941119,2640445.00941119,2640445.00941119,2402804.95856418,2402804.95856418,2402804.95856418,735591.013391825,735591.013391825,735591.013391825,38209615.0143602,38372288.5863727,38288280.5661781,2152895.81049808,2162061.54670172,2157328.16965364,2.96161673571288e-10,2.97422551947449e-10,2.96811479608184e-10
"Shaanxi","p_prevent","a7",14.9627009095452,15.295628911126,15.1240512004054,4418602.47487994,4418602.47487994,4418602.47487994,2143694121.7722,2143694121.7722,2143694121.7722,78.1998612960173,78.5327892975982,78.371439006738,265.55815592231,271.46696521344,268.421802396126,1387.89187090569,1393.80068019681,1390.937033723,1156702.21855496,1156702.21855496,1156702.21855496,1052599.01888501,1052599.01888501,1052599.01888501,322241.044258351,322241.044258351,322241.044258351,27296803.5510457,27413016.9318008,27353001.921885,1538020.57369458,1544568.54075621,1541187.03420698,6.76058712792224e-10,6.78936964396139e-10,6.77542047984015e-10
"Shaanxi","p_transmission","a2",40.2158287679423,78.7463516010193,58.8881199552093,10880640.0134618,10885831.9221306,10883130.2100325,2472778421.68021,2473563365.26144,2473154904.38413,296.308857309702,580.21075145129,433.88967621527,625.756555141956,1225.29007443428,916.296695787529,4558.85834432141,8926.8293864363,6675.60728584405,2773535.72108432,2774859.16751171,2774170.48605519,2666784.2856466,2668056.79355361,2667394.61896104,772668.222393997,773036.916040418,772845.05902817,4261862.46203645,8347922.4607723,5699962.54798442,277005.229363679,542583.949409736,370476.392406811,1.06783385902576e-09,2.09195341181492e-09,1.56403392796616e-09
"Shaanxi","p_transmission","a3",12.0271357830428,18.512282433838,15.157382106609,10086499.9359507,10086499.9359507,10086499.9359507,3000707645.0651,3000707645.0651,3000707645.0651,62.315339655786,95.9164952387407,78.5337832228897,213.457718554983,328.556162070104,269.013359631691,1105.97323201898,1702.32685610137,1393.8183203922,2640445.00941119,2640445.00941119,2640445.00941119,2402804.95856418,2402804.95856418,2402804.95856418,735591.013391825,735591.013391825,735591.013391825,31284583.9247586,48153595.2726927,38209131.4326304,1762709.45518492,2713182.88561762,2152868.56340125,2.36003171562668e-10,3.63258825299792e-10,2.97426316181463e-10
"Shaanxi","p_transmission","a7",12.0271357830428,18.512282433838,15.157382106609,4418602.47487994,4418602.47487994,4418602.47487994,2143694121.7722,2143694121.7722,2143694121.7722,62.315339655786,95.9164952387407,78.5337832228897,213.457718554983,328.556162070104,269.013359631691,1105.97323201898,1702.32685610137,1393.8183203922,1156702.21855496,1156702.21855496,1156702.21855496,1052599.01888501,1052599.01888501,1052599.01888501,322241.044258351,322241.044258351,322241.044258351,22349587.6953849,34400745.2035633,27296458.0820982,1259272.92640007,1938287.52786253,1538001.1084723,5.38732775438394e-10,8.292237509371e-10,6.78945557146076e-10
"Shaanxi","suspect_bite_incidence","a2",54.8874352427736,63.0219342774864,58.8460028596279,10882408.7056658,10883820.6225643,10883111.0344871,2473046277.72906,2473262906.11658,2473152067.27743,403.949483944597,463.396677819116,433.578148099237,853.97815294556,981.847778528011,915.673280124361,6218.03290311121,7145.63957041467,6671.07096761922,2773986.53283174,2774345.80537449,2774165.60391931,2667217.82000116,2667564.50590763,2667389.91332425,772793.812235464,772893.900536058,772843.698933466,5336780.33551721,6122703.4676836,5704051.45674309,346091.66238503,397756.484189571,370727.890511416,1.4560170659406e-09,1.67050802999419e-09,1.56291371894555e-09
"Shaanxi","suspect_bite_incidence","a3",8.01945458375488,25.399144281736,15.0364895201311,10085649.4054283,10087729.5465388,10086489.2554027,3000560113.30006,3000899909.63407,3000705979.37952,41.5509356913546,131.598539433302,77.9074119460143,145.035595269182,429.287612447096,267.058126534059,751.468148992923,2224.23054899037,1383.68782764329,2640222.35744197,2640766.89699968,2640442.2134562,2402602.34527219,2403097.87626971,2402802.41424515,735528.985670329,735680.686767554,735590.23447791,22800861.8197532,72222198.1214844,38516309.352682,1349032.8665174,3993382.70511626,2168629.31033392,1.57344200802285e-10,4.98437334500884e-10,2.95054410011259e-10
"Shaanxi","suspect_bite_incidence","a7",8.01945458375488,25.399144281736,15.0364895201311,1933969.2027702,4106732.32976253,2752303.32445238,1768391295.14835,2101374954.2599,1899968556.28098,41.5509356913546,131.598539433302,77.9074119460143,145.035595269182,429.287612447096,267.058126534059,751.468148992923,2224.23054899037,1383.68782764329,506274.660411047,1075060.81930956,720498.252474444,460709.940974053,978305.345571702,655653.409751744,141041.032545272,299496.893408174,200720.726163845,13437772.9628574,50573468.9073953,24387519.8626487,795057.55190309,2796359.309541,1373119.36863463,3.86498465436029e-10,2.59935070276786e-09,1.0812991104205e-09
"Shandong","non_suspect_bite_incidence","a2",71.9184957249036,118.256365410165,95.3726531386626,39032386.4801269,52967933.9696063,46044266.6506858,6699583684.10124,8331923289.7075,7520919890.72028,886.966511038403,1458.44665033558,1176.20582546109,1108.6163573748,1822.90993094896,1470.15969824888,13664.2954040125,22468.3182781024,18120.2150907378,10841107.8346217,14711657.0551993,12788632.8492958,8675085.40544174,11772309.9296039,10233500.4760471,2107446.31640345,2859857.86158841,2486033.49410601,4593643.30026038,9393729.28517112,6394220.91603057,298179.133888746,609758.721057862,415056.877253328,6.02900480693938e-10,1.34529300195497e-09,9.1972757316733e-10
"Shandong","non_suspect_bite_incidence","a3",18.1904641414476,18.1912704266982,18.1908531307433,37365018.8321838,51152367.4157348,44219839.9883683,8181289649.87008,9826262711.14588,8999140600.21449,222.10750530928,222.108311594531,222.107922605235,322.844528001258,322.85883795944,322.851431786923,3941.96608506138,3941.98039501956,3941.9734912339,10799138.3908046,14783921.2184205,12780300.5746729,7883371.02528733,10792262.4894469,9329619.41951123,2099287.70834206,2873905.58133363,2484413.74991297,36834684.803716,44241020.5700299,40516972.5359558,2075426.26548996,2492731.41856391,2282902.36355639,1.50235855581088e-10,2.05672252319366e-10,1.73789279295506e-10
"Shandong","non_suspect_bite_incidence","a7",18.1904641414476,18.1912704266982,18.1908531307433,16367377.3321317,22405823.2284464,19369583.770135,5719450762.36837,6455901971.12671,6085601026.55456,222.10750530928,222.108311594531,222.107922605235,322.844528001258,322.85883795944,322.851431786923,3941.96608506138,3941.98039501956,3941.9734912339,4730455.87633863,6475671.4533082,5598145.59830493,3453232.7897272,4727240.16091499,4086646.2867626,919572.239624972,1258831.6764944,1088245.91543689,25750728.1979141,29066563.789175,27399297.4008894,1450907.9673746,1637736.55881826,1543795.52274708,3.42987606630063e-10,4.69528344414962e-10,3.96752672300069e-10
"Shandong","p_prevent","a2",70.9456075671288,118.728806850915,95.4985949695238,45963887.2318392,45976920.6905555,45970496.4624759,7511504651.81719,7513031325.30284,7512278823.6923,876.360264302716,1474.28075363624,1178.81092476611,1093.4604633269,1830.29958722392,1472.09941261469,13500.6991947218,22713.0448275072,18160.3507341392,12766307.7488861,12769927.7461279,12768143.4394113,10215635.8670335,10218532.5991498,10217104.7918267,2481693.62853696,2482397.3342808,2482050.47576091,5095029.9888881,8572994.04290157,6372759.75804416,330713.240292653,556492.016964582,413663.752075566,6.86268772795871e-10,1.15482156833081e-09,9.23243798411202e-10
"Shandong","p_prevent","a3",17.6116556097376,18.8021404116535,18.1870974604083,44157734.1294821,44157734.1294821,44157734.1294821,8991730729.9123,8991730729.9123,8991730729.9123,221.496635324325,222.687120126241,222.11167827557,312.571828757855,333.700564175413,322.784776114632,3931.12435884541,3952.25309426297,3942.04014690619,12762350.9044746,12762350.9044746,12762350.9044746,9316516.16026646,9316516.16026646,9316516.16026646,2480924.44172443,2480924.44172443,2480924.44172443,40378315.2111129,40595337.7880717,40482926.4256714,2275089.80711902,2287317.80252132,2280984.0577015,1.7355472904813e-10,1.74487539006755e-10,1.7403664884163e-10
"Shandong","p_prevent","a7",17.6116556097376,18.8021404116535,18.1870974604083,19342383.2633475,19342383.2633475,19342383.2633475,6082283642.17347,6082283642.17347,6082283642.17347,221.496635324325,222.687120126241,222.11167827557,312.571828757855,333.700564175413,322.784776114632,3931.12435884541,3952.25309426297,3942.04014690619,5590284.18015825,5590284.18015825,5590284.18015825,4080907.45151552,4080907.45151552,4080907.45151552,1086717.70291768,1086717.70291768,1086717.70291768,27313136.200807,27459936.9569092,27383898.4487222,1538940.82618404,1547212.21893877,1542927.87884136,3.9621712990994e-10,3.98346690346495e-10,3.97317329705558e-10
"Shandong","p_transmission","a2",64.8730036911769,127.026293792843,94.9932391242763,45964185.1122352,45977077.2442353,45970368.569022,7511539544.02135,7513049663.20971,7512263842.89946,800.050747050829,1566.60176004505,1171.52668461116,1000.01064681436,1958.09746631141,1464.31107048838,12325.3017315383,24134.5180397034,18048.1298848024,12766390.4841167,12769971.228361,12768107.917455,10215702.0720009,10218567.3937567,10217076.367056,2481709.71176937,2482405.78696601,2482043.57050575,4794798.35628765,9390716.39005967,6412371.08943263,311236.35995814,609563.143106277,416235.027720253,6.26509435881881e-10,1.2271297529197e-09,9.1754133986414e-10
"Shandong","p_transmission","a3",14.4643410629218,22.263624235108,18.2289243597581,44157734.1294821,44157734.1294821,44157734.1294821,8991730729.9123,8991730729.9123,8991730729.9123,176.608038936939,271.837140654878,222.572768599712,256.713260695095,395.135011503277,323.527120316152,3134.44112961961,4824.56811907121,3950.22358229882,12762350.9044746,12762350.9044746,12762350.9044746,9316516.16026646,9316516.16026646,9316516.16026646,2480924.44172443,2480924.44172443,2480924.44172443,33077638.7224,50913484.9355467,40399060.4353023,1863737.95705538,2868687.06671275,2276258.68323119,1.38382058492859e-10,2.12999268465162e-10,1.74397938330998e-10
"Shandong","p_transmission","a7",14.4643410629218,22.263624235108,18.2289243597581,19342383.2633475,19342383.2633475,19342383.2633475,6082283642.17347,6082283642.17347,6082283642.17347,176.608038936939,271.837140654878,222.572768599712,256.713260695095,395.135011503277,323.527120316152,3134.44112961961,4824.56811907121,3950.22358229882,5590284.18015825,5590284.18015825,5590284.18015825,4080907.45151552,4080907.45151552,4080907.45151552,1086717.70291768,1086717.70291768,1086717.70291768,22374733.7377105,34439449.5221435,27327168.9094735,1260689.76373877,1940468.29742551,1539731.48999174,3.15919608458867e-10,4.86267123270258e-10,3.98142136297284e-10
"Shandong","suspect_bite_incidence","a2",88.4743256844343,101.506989622481,94.9252415718275,45968588.9240694,45972073.175781,45970320.8260574,7512055937.03528,7512471087.35173,7512258375.39467,1090.64561836243,1251.72313537228,1170.68575584876,1365.26887759691,1567.7491075432,1463.31824375505,16826.8609656228,19321.8309717876,18035.8613474496,12767610.1859073,12768585.5534688,12768094.7102325,10216682.4990314,10217452.6202027,10217065.7027962,2481946.81447927,2482136.42008101,2482041.00310093,6001371.8087915,6888095.41877722,6416972.56318644,388785.925516265,446457.072575787,416517.86020505,8.54163222539667e-10,9.80389530339754e-10,9.16883671696579e-10
"Shandong","suspect_bite_incidence","a3",9.6444456125677,30.5461104388282,18.0835336493918,44155545.9025305,44160897.6456146,44157706.6507938,8991436423.26521,8992114272.67434,8991727407.08663,117.759606832382,372.963741860975,220.797568369018,174.424319740029,516.281480780406,321.175670818357,2129.73768941427,6303.69622367737,3921.51273009135,12761718.4689395,12763265.2154956,12762342.9626572,9316054.4823258,9317183.60731175,9316510.36273974,2480801.50005102,2481102.17830104,2480922.89788278,24108071.1449341,76359920.9826985,40723851.5963129,1426375.27320755,4222169.85564424,2292923.17173663,9.2264483142929e-11,2.92251974347127e-10,1.73007079511243e-10
"Shandong","suspect_bite_incidence","a7",9.6444456125677,30.5461104388282,18.0835336493918,8464942.74053708,17976534.5314402,12046963.9211995,4808328778.78644,5938574107.51548,5254893444.23302,117.759606832382,372.963741860975,220.797568369018,174.424319740029,516.281480780406,321.175670818357,2129.73768941427,6303.69622367737,3921.51273009135,2446515.24292979,5195530.2113989,3481781.48011547,1785956.12733875,3792737.0543212,2541700.48048429,475587.884134094,1009979.89991468,676837.429045567,12892215.0844861,50429635.9953748,23799598.3517832,762779.266032179,2788406.35493883,1340016.9286485,2.26655609804789e-10,1.52446931585162e-09,6.34151136795913e-10
"Tianjin","non_suspect_bite_incidence","a2",12.6006114980076,20.719316684242,16.7098832008297,4914879.29649299,6669763.982868,5797876.48908346,881648296.198367,1113643212.5323,998380102.800017,91.9192692181309,151.143638694306,121.894047371693,196.2221778195,322.65016604116,260.213497663077,1414.0470038238,2325.12955410429,1875.16626287945,1245196.62357341,1689800.92703902,1468906.10991278,1212243.02467309,1645081.06439498,1430032.13462895,160022.708488666,217159.696735639,188772.061997111,5833181.62652901,12115448.9369313,8190556.67054555,379182.439379384,787557.421727031,532422.17640314,5.43965077467425e-10,1.21381343181418e-09,8.29828717772379e-10
"Tianjin","non_suspect_bite_incidence","a3",4.68386785013678,4.68397754044801,4.68392076981611,4518336.04701128,6185581.15171824,5347260.25582727,1007747665.10388,1229848227.26113,1118172060.55961,21.5089436119709,21.5090533022821,21.5090003826028,83.1293304854345,83.1312772701057,83.1302697043989,381.740932733592,381.742879518264,381.741940299299,1158547.70436187,1586046.44915852,1371092.37328904,1100620.31914377,1506744.1267006,1302537.75462459,148887.282582952,203826.00127426,176201.823076122,46852255.6963007,57178457.9218783,51986240.2096577,2639859.7568489,3221682.87915672,2929130.76221838,1.35613579434464e-10,1.856553098444e-10,1.56874918142867e-10
"Tianjin","non_suspect_bite_incidence","a7",4.68386785013678,4.68397754044801,4.68392076981611,1979181.05367085,2709384.49342909,2342225.03974553,675385429.816571,774819415.283882,724822214.786108,21.5089436119709,21.5090533022821,21.5090003826028,83.1293304854345,83.1312772701057,83.1302697043989,381.740932733592,381.742879518264,381.741940299299,507482.321454064,694713.972674127,600570.523011675,482108.20538136,659978.27404042,570541.996861091,65217.5680947046,89279.0820562974,77180.5190532764,31400053.7506183,36023127.3679408,33698554.1816425,1769215.52713404,2029699.59164586,1898723.03320359,3.09608622512335e-10,4.23838474622196e-10,3.58142791869667e-10
"Tianjin","p_prevent","a2",12.4537599861623,20.9532472400585,16.7376688784693,5787836.48930891,5789314.87240735,5788586.17326308,997052819.63106,997248261.169692,997151927.491293,90.8390456386816,152.559036620358,122.163949207927,193.961769753576,326.241662127395,260.647705178561,1397.4303067925,2346.90868750312,1879.3183314491,1466362.45155094,1466737.0035046,1466552.38580409,1427555.79310352,1427920.43269907,1427740.70082746,188445.171373715,188493.305794384,188469.580204455,6535521.2101412,10978189.5456753,8162407.43653521,424836.647859456,713630.051046097,530592.348728068,6.19327428309451e-10,1.04039104696796e-09,8.33000923734113e-10
"Tianjin","p_prevent","a3",4.62635027520823,4.74164740881972,4.68332470943516,5339750.05989844,5339750.05989844,5339750.05989844,1117171596.54085,1117171596.54085,1117171596.54085,21.4512737435992,21.5665708772107,21.5095964429837,82.1085080267443,84.1548026342518,83.1196908191737,380.717407369446,382.763701976954,381.752519184524,1369166.68202524,1369166.68202524,1369166.68202524,1300708.34792398,1300708.34792398,1300708.34792398,175954.348640428,175954.348640428,175954.348640428,51801076.902836,52079499.3292277,51938287.1502113,2918697.85659069,2934385.38642063,2926428.87839295,1.56673939157422e-10,1.57516036289386e-10,1.5709991139404e-10
"Tianjin","p_prevent","a7",4.62635027520823,4.74164740881972,4.68332470943516,2338935.7987785,2338935.7987785,2338935.7987785,724374309.009845,724374309.009845,724374309.009845,21.4512737435992,21.5665708772107,21.5095964429837,82.1085080267443,84.1548026342518,83.1196908191737,380.717407369446,382.763701976954,381.752519184524,599727.127891922,599727.127891922,599727.127891922,569740.771497326,569740.771497326,569740.771497326,77072.1326596467,77072.1326596467,77072.1326596467,33587829.6616589,33768358.824193,33676796.8162476,1892484.33241839,1902656.13021187,1897497.12865604,3.57683898992559e-10,3.59606392210712e-10,3.58656386256718e-10
"Tianjin","p_transmission","a2",11.3661225416936,22.2558566192605,16.6434077126678,5787870.2778337,5789332.63026574,5788571.66632945,997057286.457879,997250608.75008,997150009.681605,82.9118426141685,162.352100451798,121.409132914987,176.998133724993,346.577823494908,259.178312874948,1275.48057901702,2497.55577023732,1867.70654479163,1466371.01195587,1466741.50250122,1466548.71043717,1427564.12696097,1427924.81263165,1427737.12272756,188446.271488473,188493.883969437,188469.107875701,6141326.68245891,12027842.7943135,8213138.38374767,399213.222118815,781862.636841274,533890.086995893,5.65279174774695e-10,1.10716932568961e-09,8.27856122684095e-10
"Tianjin","p_transmission","a3",3.72439289149164,5.73262040314673,4.69372365460885,5339750.05989844,5339750.05989844,5339750.05989844,1117171596.54085,1117171596.54085,1117171596.54085,17.1027784846963,26.3247969600335,21.5540162173011,66.1005599304792,101.742600621581,83.3042513955397,303.540272775198,467.212743072732,382.540881755259,1369166.68202524,1369166.68202524,1369166.68202524,1300708.34792398,1300708.34792398,1300708.34792398,175954.348640428,175954.348640428,175954.348640428,42437994.8015155,65321058.6537447,51831249.6974052,2391141.10885229,3680472.40099909,2920397.92300054,1.24913779375629e-10,1.9226875226831e-10,1.5742434066113e-10
"Tianjin","p_transmission","a7",3.72439289149164,5.73262040314673,4.69372365460885,2338935.7987785,2338935.7987785,2338935.7987785,724374309.009845,724374309.009845,724374309.009845,17.1027784846963,26.3247969600335,21.5540162173011,66.1005599304792,101.742600621581,83.3042513955397,303.540272775198,467.212743072732,382.540881755259,599727.127891922,599727.127891922,599727.127891922,569740.771497326,569740.771497326,569740.771497326,77072.1326596467,77072.1326596467,77072.1326596467,27516805.1669913,42354188.8037678,33607393.7082965,1550416.42110579,2386419.11462706,1893586.6558526,2.85176002373174e-10,4.38946242978316e-10,3.59397052674018e-10
"Tianjin","suspect_bite_incidence","a2",15.5096231820527,17.8141537436992,16.631293966872,5788368.7997887,5788765.87747959,5788566.27818927,997123241.839889,997176562.018854,997149312.161541,113.041584108473,129.678293174672,121.322172351218,241.40841283084,277.782680925889,258.998088339927,1739.43756466572,1999.23463031513,1866.4412610723,1466497.27485918,1466597.86950308,1466547.34494007,1427687.12503517,1427785.06923671,1427735.79415457,188462.497786703,188475.42540558,188468.932392938,7689207.01706648,8821325.08919886,8219019.59746379,498752.485936439,573275.282927725,534251.644002268,7.7077422829459e-10,8.84272309248744e-10,8.2726393232246e-10
"Tianjin","suspect_bite_incidence","a3",2.48334857897822,7.86524765006206,4.65628734740917,5339511.70671328,5340094.6467092,5339747.06677523,1117135803.31501,1117218242.55731,1117171192.42273,11.4038741825149,36.1179144261602,21.3821052778042,44.9125231212107,132.935758105647,82.6987824311165,206.244410160218,610.4520743854,379.760513996706,1369105.56582392,1369255.03761774,1369165.91455775,1300650.28753272,1300792.28573686,1300707.61882986,175946.494475163,175965.703394331,175954.250011646,30930241.1577193,97968306.6190166,52247951.1679523,1830013.9358847,5416962.53338169,2941778.17663376,8.3285245401438e-11,2.6380664375157e-10,1.56168840097884e-10
"Tianjin","suspect_bite_incidence","a7",2.48334857897822,7.86524765006206,4.65628734740917,1023588.00142278,2173762.54213804,1456732.26514131,552369934.681741,704970099.420492,612661990.313089,11.4038741825149,36.1179144261602,21.3821052778042,44.9125231212107,132.935758105647,82.6987824311165,206.244410160218,610.4520743854,379.760513996706,262458.461903278,557375.010804625,373521.093625977,249335.538808114,529506.260264393,354845.038944679,33729.0618561141,71629.3773885239,48001.9427840616,15293516.9003462,61818473.9797809,28653024.6836389,904853.890844525,3418129.48468687,1613285.13031874,2.04599667395427e-10,1.37613831020127e-09,5.7244706236631e-10
